"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"11379",83883,37991,2827,2037,1585,13373,5.97,18995,0.07,9.25,7.28,18695,47.95,42.91,8.46,32.99,0.79,0,0.2,0.17,5.39,2.58,4.9,95,645,1470,97,20.31,66.62,0.69,0.09,11,907,18.1,42.39,41.9,"MULTIPOLYGON (((-73.90062 40.71531, -73.89769 40.7163, -73.88612 40.7218, -73.88706 40.72404, -73.8872 40.72787, -73.88561 40.72834, -73.88393 40.72854, -73.88012 40.72859, -73.87475 40.73054, -73.87143 40.72925, -73.87161 40.72911, -73.8725 40.72946, -73.87391 40.72843, -73.87181 40.72679, -73.87102 40.72798, -73.87077 40.72739, -73.87156 40.72585, -73.87056 40.72475, -73.8697 40.72515, -73.86302 40.71771, -73.86004 40.71493, -73.85963 40.7136, -73.86208 40.7122, -73.86501 40.71078, -73.87017 40.70921, -73.87492 40.70682, -73.88097 40.70637, -73.88553 40.70645, -73.8902 40.70825, -73.90285 40.71379, -73.90062 40.71531)))",12.8,6.07,2.39
"10165",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97929 40.7528, -73.97837 40.75242, -73.97768 40.75212, -73.97816 40.75146, -73.97977 40.75214, -73.97929 40.7528)))",NA,NA,NA
"10271",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-74.01085 40.7088, -74.00983 40.70812, -74.0102 40.70769, -74.01125 40.7083, -74.01085 40.7088)))",NA,NA,NA
"10069",132500,6051,560,220,NA,3230,4.74,3225,0,0,0,3225,6.2,55.16,7.38,45.36,0.31,0,9.05,6.64,15.81,7.13,3.41,0,58,57,0,3.78,60.98,2.41,0,28.95,100,61.55,NA,36.3,"MULTIPOLYGON (((-73.99397 40.77313, -73.98841 40.77974, -73.98731 40.78104, -73.98654 40.78066, -73.98877 40.77667, -73.98999 40.77224, -73.99045 40.77161, -73.99332 40.77283, -73.99395 40.77288, -73.99597 40.77401, -73.99397 40.77313)))",12.89,1.9,1.65
"10162",152336,1486,0,0,2292,673,0,856,0,0,0,856,14.49,31.78,18.22,13.55,0,0,5.72,5.61,28.04,14.37,0,85,0,0,0,12.38,79.48,0,0,4.85,296,52.3,NA,38.9,"MULTIPOLYGON (((-73.9514 40.77007, -73.94994 40.76947, -73.94945 40.77009, -73.9482 40.76954, -73.94907 40.7686, -73.94925 40.76835, -73.95186 40.76944, -73.9514 40.77007)))",0,5.72,19.92
"10171",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97444 40.75656, -73.97282 40.75587, -73.97328 40.75524, -73.9749 40.75593, -73.97444 40.75656)))",NA,NA,NA
"10169",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97652 40.75497, -73.97581 40.75468, -73.97521 40.75442, -73.9757 40.75381, -73.97697 40.75435, -73.97652 40.75497)))",NA,NA,NA
"10168",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97768 40.75212, -73.97711 40.75188, -73.97605 40.75144, -73.97653 40.75077, -73.97816 40.75146, -73.97768 40.75212)))",NA,NA,NA
"11221",56900,83322,17679,7738,1473,31497,26.38,42967,0.03,4.62,6.96,42148,16.14,68.45,8.29,59.21,0.63,0,0.91,3.79,5.73,4.5,7.91,531,4563,3149,183,33.91,17.37,42.77,0.19,3.47,1075,64.2,40.88,32,"MULTIPOLYGON (((-73.94818 40.69024, -73.94535 40.69057, -73.94564 40.69203, -73.93997 40.69268, -73.9372 40.69375, -73.93705 40.69302, -73.93413 40.69335, -73.9348 40.69674, -73.93522 40.69699, -73.93026 40.69853, -73.9278 40.69958, -73.92903 40.70029, -73.92759 40.70176, -73.91782 40.69621, -73.91637 40.69768, -73.91336 40.69597, -73.91181 40.69755, -73.9103 40.6967, -73.91186 40.69512, -73.90885 40.6934, -73.91605 40.68607, -73.91805 40.68721, -73.918 40.68697, -73.91806 40.68661, -73.93223 40.68491, -73.93822 40.68389, -73.94396 40.6836, -73.94506 40.6891, -73.94789 40.68878, -73.94818 40.69024)))",30.5,10.11,1.29
"10023",132605,62541,4853,2344,2346,34289,5.45,35868,0.14,0.95,1.37,35171,8.88,54,4.27,45.6,2.05,0.02,4.53,2.48,18.51,10.28,4.01,133,637,553,238,10.94,71.58,4.5,0.11,10.46,4371,71.64,26.44,43.3,"MULTIPOLYGON (((-73.98877 40.77667, -73.98654 40.78066, -73.98568 40.78031, -73.98445 40.78319, -73.98213 40.78303, -73.98106 40.78175, -73.97756 40.78091, -73.97407 40.7788, -73.98209 40.7684, -73.98209 40.76889, -73.98761 40.77041, -73.98999 40.77224, -73.98877 40.77667)))",11.51,2.5,6.99
"11102",71382,29747,4739,2661,1768,12945,13.11,17013,0.18,4.28,5.01,15988,15.19,72.5,3.2,68.26,0.53,0.51,0.36,1.79,5.64,3.81,4.56,39,937,1258,53,27.26,45.47,8.28,0.08,15.86,494,62.6,36.79,34.3,"MULTIPOLYGON (((-73.93786 40.77409, -73.93638 40.77692, -73.93441 40.77809, -73.93185 40.77789, -73.92988 40.77622, -73.9286 40.77659, -73.92423 40.7791, -73.91996 40.78263, -73.91797 40.78126, -73.922 40.77795, -73.92152 40.77661, -73.91431 40.77152, -73.91659 40.77033, -73.92188 40.76357, -73.93523 40.76953, -73.93496 40.77173, -73.93747 40.7725, -73.93786 40.77409)))",24.88,7.69,1.66
"11426",98987,20524,1569,763,1896,6278,6.29,10345,0,6.42,11.9,10159,66.74,28.07,8.57,14.12,5.38,0,0.41,0,1.74,2.72,4.31,87,578,637,49,19.94,27.61,5.48,0.04,43.65,576,8.78,42.19,38.5,"MULTIPOLYGON (((-73.72943 40.74668, -73.72674 40.75148, -73.72293 40.75413, -73.7211 40.75207, -73.72182 40.75112, -73.71989 40.74937, -73.71741 40.74351, -73.71371 40.73617, -73.71474 40.73595, -73.71396 40.73388, -73.71251 40.73421, -73.71204 40.73084, -73.71047 40.72717, -73.71668 40.72637, -73.72567 40.72404, -73.72965 40.72254, -73.73157 40.72762, -73.73123 40.72895, -73.73217 40.72915, -73.73098 40.73266, -73.72637 40.73345, -73.72701 40.73558, -73.72611 40.73638, -73.72673 40.74078, -73.73233 40.74365, -73.72943 40.74668)))",11.36,6.58,2.81
"11109",160625,5980,168,107,3267,2907,0,4289,0,1.77,0.96,4121,7.91,86.78,0.63,83.62,1.31,1.21,0.58,1.55,0.36,2.81,3.43,0,143,18,0,6.42,58.95,0.57,0,30.35,40,64.22,NA,33.4,"MULTIPOLYGON (((-73.96138 40.7428, -73.95912 40.74612, -73.95773 40.74777, -73.95684 40.74883, -73.9548 40.74805, -73.95621 40.74387, -73.95846 40.74432, -73.96111 40.74275, -73.96138 40.7428)))",4.6,2.69,0.67
"11217",119375,41813,5456,2207,2129,18074,11.85,24287,0.09,2.2,2.11,23829,7.2,72.61,2.4,69.21,0.85,0.03,0.68,2.61,8.48,7.48,5.67,65,745,714,16,16.8,50.87,19.22,0.01,8.37,760,69.41,32.69,34.6,"MULTIPOLYGON (((-73.98999 40.68332, -73.98657 40.68841, -73.9844 40.68756, -73.98201 40.68932, -73.98043 40.6899, -73.97313 40.68962, -73.97269 40.68742, -73.97365 40.6873, -73.97227 40.68544, -73.97277 40.68286, -73.97064 40.68241, -73.97244 40.67716, -73.9719 40.67641, -73.97105 40.67524, -73.97086 40.67273, -73.98261 40.67805, -73.98786 40.68003, -73.98856 40.67956, -73.98808 40.68017, -73.9887 40.68122, -73.99042 40.68269, -73.98999 40.68332)))",18.33,3.68,1.82
"11225",59820,56859,9780,5063,1444,24136,16.82,30649,0.03,2.34,7.42,30111,12.73,73.69,8.21,63.75,1.51,0.07,0.76,1.82,5.57,4.96,7.01,336,1632,2029,182,9.36,25.94,58.55,0.11,2.77,1224,68.27,39.98,35.5,"MULTIPOLYGON (((-73.96289 40.6638, -73.96243 40.66313, -73.96096 40.66328, -73.96262 40.67163, -73.95797 40.67066, -73.95527 40.67012, -73.94773 40.66971, -73.94782 40.66878, -73.94807 40.66614, -73.94253 40.66584, -73.9427 40.66405, -73.94003 40.66302, -73.94283 40.66285, -73.94261 40.66061, -73.94768 40.6603, -73.94726 40.65644, -73.95309 40.65651, -73.95934 40.65598, -73.95986 40.65563, -73.9619 40.65487, -73.96317 40.65567, -73.96281 40.65688, -73.96502 40.66217, -73.96289 40.6638)))",26.1,7.35,2.15
"11226",58257,99558,15624,11541,1425,37191,24.72,49941,0.03,4.71,7.2,49010,14.57,72.28,12.56,57.71,1.82,0,0.88,1.3,5.58,4.59,6,531,4545,5092,254,16.4,12.99,64.8,0.15,3.07,2238,66.3,42.68,34.5,"MULTIPOLYGON (((-73.96703 40.64995, -73.96465 40.65089, -73.96621 40.65319, -73.9619 40.65487, -73.95986 40.65563, -73.95934 40.65598, -73.95309 40.65651, -73.94726 40.65644, -73.94716 40.65559, -73.94648 40.6491, -73.94747 40.64904, -73.94706 40.64525, -73.94651 40.6401, -73.94938 40.63993, -73.94923 40.63855, -73.9536 40.63842, -73.95427 40.63911, -73.9557 40.63762, -73.9584 40.63633, -73.9631 40.63406, -73.96538 40.63628, -73.96617 40.64043, -73.96639 40.64659, -73.96755 40.64768, -73.96703 40.64995)))",27.29,10.47,2.25
"11351",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.82623 40.77992, -73.82528 40.7817, -73.82462 40.78171, -73.82508 40.78071, -73.82567 40.77973, -73.82623 40.77992)))",NA,NA,NA
"11363",101019,7096,492,162,2188,2804,5.06,3695,0,5.66,5.68,3668,52.7,38.88,3.6,11.26,24.02,0,0,0.19,2.15,5.29,3.68,6,7,184,10,12.7,49.15,1.75,0,33.67,317,8.81,41.61,46.4,"MULTIPOLYGON (((-73.75547 40.77758, -73.75543 40.7777, -73.75461 40.77974, -73.753 40.78113, -73.75145 40.78247, -73.74966 40.78211, -73.73389 40.77253, -73.73695 40.76891, -73.73869 40.77005, -73.73754 40.7684, -73.74126 40.76571, -73.74428 40.76536, -73.74877 40.76408, -73.75072 40.76651, -73.75347 40.76544, -73.75508 40.76766, -73.7558 40.77179, -73.75556 40.772, -73.75366 40.77344, -73.75588 40.77657, -73.75547 40.77758)))",9.22,2.92,4.47
"11373",54584,94437,12272,12016,1544,30286,16.19,50051,0.16,8.35,7.7,47799,19.27,69.96,6.37,61.94,1.56,0,0.44,0.6,7.05,2.07,4.27,339,6010,7936,243,41.69,6.18,1.62,0.34,48.47,2054,57.97,40.14,38.2,"MULTIPOLYGON (((-73.8907 40.74226, -73.89072 40.74313, -73.89139 40.74665, -73.8905 40.74694, -73.86942 40.74916, -73.86919 40.74876, -73.87002 40.74847, -73.86868 40.74619, -73.86826 40.74631, -73.86791 40.74493, -73.86756 40.74094, -73.86648 40.73821, -73.86493 40.73689, -73.86462 40.73427, -73.86904 40.73285, -73.86843 40.73237, -73.87143 40.72925, -73.87475 40.73054, -73.88012 40.72859, -73.88393 40.72854, -73.88561 40.72834, -73.8872 40.72787, -73.8872 40.72818, -73.88806 40.73009, -73.88857 40.73459, -73.88936 40.73584, -73.89137 40.73606, -73.8888 40.73653, -73.89175 40.74214, -73.8907 40.74226)))",25.72,15.38,2.17
"11411",98207,20719,839,540,1575,6226,8.66,10829,0,3.7,12.08,10560,58.75,37.83,19.13,16.29,2.09,0.23,0.09,0.27,0.85,2.03,6.28,160,603,626,49,6.17,1.08,90.9,0.07,0.27,568,12.17,47.76,44.8,"MULTIPOLYGON (((-73.74864 40.70159, -73.74331 40.70296, -73.74309 40.7024, -73.73823 40.70188, -73.73235 40.70242, -73.72771 40.70156, -73.72752 40.6972, -73.7265 40.69689, -73.72593 40.68623, -73.7258 40.68435, -73.72586 40.68322, -73.73222 40.68512, -73.73758 40.68641, -73.74745 40.68935, -73.74722 40.68971, -73.74812 40.69013, -73.74528 40.69411, -73.74619 40.69612, -73.74864 40.70159)))",6.66,6.94,2.74
"11416",73370,26744,3762,2898,1561,7185,17.04,12660,0.17,8.24,11.82,12243,36.28,51.74,9.8,40.82,1.05,0.07,0.93,0.6,5.86,4.45,7.75,123,921,1056,83,45.06,12.55,4.84,0,32.98,602,31.22,44.45,35.8,"MULTIPOLYGON (((-73.86629 40.68319, -73.84427 40.68937, -73.83751 40.6913, -73.83511 40.68509, -73.83808 40.68424, -73.8412 40.68335, -73.84787 40.68149, -73.84863 40.68168, -73.84844 40.68129, -73.85015 40.68081, -73.85048 40.68148, -73.85132 40.68124, -73.85099 40.68057, -73.85392 40.67969, -73.8582 40.67943, -73.86235 40.67916, -73.86335 40.67935, -73.8641 40.68237, -73.86629 40.68319)))",24.9,8.16,2.25
"11435",66137,59605,7889,6370,1530,18893,14.63,29966,0.13,8.51,10.68,29458,34.11,56.07,11.91,41.85,2.19,0,0.32,0.21,6.2,2.52,9.84,299,2710,2677,263,31.37,12.25,23.05,0.26,23.31,1402,36.63,44.48,35.7,"MULTIPOLYGON (((-73.8257 40.71606, -73.82557 40.71615, -73.82057 40.71667, -73.8193 40.71714, -73.81212 40.71906, -73.81184 40.71787, -73.80823 40.71724, -73.80777 40.71572, -73.81022 40.71571, -73.80983 40.71281, -73.80695 40.70737, -73.80565 40.70467, -73.80413 40.70146, -73.80241 40.70185, -73.80348 40.70115, -73.8021 40.70064, -73.80277 40.6991, -73.80094 40.69442, -73.79828 40.69193, -73.7961 40.68928, -73.79415 40.68775, -73.79478 40.68747, -73.79437 40.68691, -73.79458 40.68611, -73.80589 40.6829, -73.80802 40.68706, -73.81075 40.69192, -73.81372 40.69715, -73.81648 40.70245, -73.81831 40.70616, -73.82066 40.70987, -73.82428 40.71383, -73.82557 40.71578, -73.8257 40.71606)))",23.92,9.98,2.35
"10112",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.98043 40.7599, -73.97845 40.75906, -73.97891 40.75844, -73.98089 40.75927, -73.98043 40.7599)))",NA,NA,NA
"10456",27917,92717,33857,13625,1054,30860,47.79,34651,0.2,4.73,9.47,33452,19.98,64.69,23.42,39.85,1.2,0,1.39,0.2,10.77,2.7,15.68,471,4328,3647,303,59.11,1.66,36.56,0.6,0.63,883,74.44,41.24,31.1,"MULTIPOLYGON (((-73.91903 40.83309, -73.91478 40.83752, -73.91314 40.83981, -73.91139 40.83787, -73.90988 40.83871, -73.90946 40.83706, -73.90798 40.83718, -73.90561 40.83984, -73.90598 40.8385, -73.90057 40.83659, -73.90121 40.8355, -73.89697 40.83434, -73.89637 40.83351, -73.89884 40.83175, -73.8998 40.82768, -73.90054 40.82594, -73.90199 40.82244, -73.90267 40.8208, -73.90299 40.82003, -73.90531 40.81792, -73.91035 40.81995, -73.91189 40.82026, -73.91012 40.82062, -73.9095 40.82244, -73.90985 40.82255, -73.90871 40.82407, -73.91131 40.82485, -73.91179 40.82643, -73.91169 40.82776, -73.91532 40.82655, -73.9202 40.8281, -73.91894 40.83033, -73.92046 40.83091, -73.91903 40.83309)))",51.21,9.44,0.95
"10020",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.98089 40.75927, -73.97891 40.75844, -73.97845 40.75906, -73.9772 40.75854, -73.97765 40.75791, -73.97812 40.75728, -73.98134 40.75865, -73.98089 40.75927)), ((-73.98326 40.76109, -73.98043 40.7599, -73.98089 40.75927, -73.98373 40.76046, -73.98326 40.76109)))",NA,NA,NA
"10154",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97307 40.75843, -73.97145 40.75775, -73.97191 40.75712, -73.97352 40.75781, -73.97307 40.75843)))",NA,NA,NA
"11104",67751,25114,2539,2612,1636,11552,6.45,14443,0,6.69,6.6,14302,14.82,71.65,4.94,65.32,1.27,0,0.58,2.31,4.68,5.57,5.26,141,819,1350,24,28.65,43.73,1.31,0.12,24.03,427,59.72,37.06,38,"MULTIPOLYGON (((-73.92763 40.7366, -73.92547 40.74743, -73.9208 40.74689, -73.92027 40.74951, -73.90985 40.75164, -73.9099 40.74909, -73.91016 40.7485, -73.91469 40.74891, -73.91557 40.74458, -73.91495 40.74291, -73.91689 40.74279, -73.92304 40.74044, -73.92397 40.73578, -73.92577 40.73628, -73.92763 40.7366)))",20.51,9.29,1.7
"11372",60659,62854,7963,7153,1516,23786,14.47,33641,0.26,8.14,10.22,32837,20.09,65.88,4.2,60.53,1.16,0,0.33,0.93,9.76,2.88,5.15,249,2188,5020,185,57.46,17.56,2.32,0.09,20.75,1148,54.36,39.8,40.6,"MULTIPOLYGON (((-73.89731 40.75046, -73.8958 40.75062, -73.89652 40.75439, -73.88258 40.75585, -73.87886 40.75624, -73.87924 40.75837, -73.87793 40.75634, -73.87222 40.75694, -73.87168 40.75396, -73.86942 40.74916, -73.8905 40.74694, -73.89139 40.74665, -73.89143 40.74685, -73.89175 40.74681, -73.89483 40.74649, -73.89453 40.74571, -73.89476 40.74474, -73.89474 40.74582, -73.89636 40.74877, -73.89731 40.75046)))",24.05,12.16,1.83
"11001",113300,28021,888,1131,1714,9113,3.79,14096,0.06,4.83,6.37,13895,71.51,20.5,2.95,4.15,13.32,0,0.34,0.25,3.07,3.81,3.99,18,306,451,61,12.54,58.26,5.48,0.38,21.37,873,6.49,36.73,44.1,"MULTIPOLYGON (((-73.73033 40.72216, -73.72965 40.72254, -73.72567 40.72404, -73.71668 40.72637, -73.71047 40.72717, -73.71204 40.73084, -73.71251 40.73421, -73.71396 40.73388, -73.71474 40.73595, -73.71371 40.73617, -73.70922 40.73714, -73.70846 40.73508, -73.70832 40.73733, -73.70098 40.7389, -73.70002 40.73939, -73.70002 40.73927, -73.70026 40.73885, -73.69393 40.73065, -73.69482 40.73045, -73.69336 40.72529, -73.69257 40.72378, -73.6879 40.72332, -73.68909 40.71799, -73.68564 40.7151, -73.6851 40.71518, -73.68478 40.71471, -73.68516 40.712, -73.68601 40.71193, -73.68793 40.71155, -73.69093 40.71226, -73.69075 40.71294, -73.69627 40.7134, -73.69727 40.71257, -73.7013 40.71093, -73.70485 40.7126, -73.70824 40.71356, -73.70743 40.71594, -73.71026 40.71686, -73.71053 40.71785, -73.71382 40.71785, -73.71423 40.71631, -73.716 40.716, -73.71977 40.71631, -73.71989 40.71807, -73.72175 40.71911, -73.72239 40.72087, -73.72918 40.71917, -73.72966 40.72048, -73.73033 40.72216)))",7.21,2.98,3.12
"10278",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-74.00453 40.71628, -74.00212 40.71516, -74.00309 40.71396, -74.00542 40.71524, -74.00453 40.71628)))",NA,NA,NA
"11230",53070,86139,17065,12140,1397,30147,23.98,36060,0.09,4.73,7.9,35018,31.8,49.73,8.98,40.15,0.5,0,0.39,0.93,12.74,3.61,5.34,753,2520,2533,123,10.21,66.28,7,0.39,13.22,2761,47.28,38.08,33.9,"MULTIPOLYGON (((-73.97725 40.63071, -73.97716 40.63075, -73.96987 40.63419, -73.96538 40.63628, -73.9631 40.63406, -73.9584 40.63633, -73.9582 40.63529, -73.95717 40.6354, -73.95636 40.63119, -73.9573 40.63051, -73.9561 40.62966, -73.95355 40.61628, -73.95258 40.61104, -73.96238 40.60999, -73.9643 40.60978, -73.97299 40.60881, -73.9753 40.62091, -73.97695 40.6216, -73.97608 40.62157, -73.97624 40.62598, -73.97658 40.62757, -73.97919 40.62938, -73.97725 40.63071)))",33.9,6.88,3.21
"10029",33720,76713,24320,9757,914,31470,31.82,30667,0.07,2.45,4.61,30138,6.86,69.14,11.21,56.68,0.88,0.14,0.96,1.54,15.87,4.87,10.74,276,2347,2290,12,46.59,15.42,27.21,0.09,9,772,82.38,32.65,35.9,"MULTIPOLYGON (((-73.95578 40.78791, -73.94922 40.79691, -73.94646 40.80066, -73.93541 40.796, -73.93266 40.79573, -73.93109 40.79409, -73.93563 40.79126, -73.93972 40.78531, -73.9436 40.78265, -73.94472 40.78325, -73.94422 40.78393, -73.95043 40.78654, -73.95093 40.78587, -73.95578 40.78791)))",44.42,6.42,1.01
"10075",138640,22252,534,328,2211,11388,0.17,12766,0,1.9,1.32,12806,12.56,53.71,10.91,41.97,0.12,0,5.49,1.89,15.54,8.93,0.41,62,51,285,93,15.6,71.3,3.17,0.53,6.11,1812,65.37,26.81,45.6,"MULTIPOLYGON (((-73.96323 40.77768, -73.9568 40.77497, -73.94701 40.77081, -73.9475 40.77012, -73.94797 40.76951, -73.9482 40.76954, -73.94945 40.77009, -73.94994 40.76947, -73.9514 40.77007, -73.95186 40.76944, -73.95365 40.77102, -73.96147 40.77432, -73.96515 40.77504, -73.96323 40.77768)))",3.87,2.21,8.14
"10172",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.9749 40.75593, -73.97328 40.75524, -73.97373 40.75462, -73.97535 40.7553, -73.9749 40.75593)))",NA,NA,NA
"10474",22965,12179,5412,1158,1121,3623,50.35,3885,0,6.15,4.86,3727,24.6,57.23,12.42,43.36,0.56,0.89,0.38,0.3,12.07,4.99,13.1,46,628,399,39,62.35,1.54,35.4,0.1,0.17,94,70.41,40.22,30.7,"MULTIPOLYGON (((-73.90299 40.80936, -73.8972 40.81351, -73.89543 40.81584, -73.89045 40.82064, -73.88797 40.82226, -73.88741 40.82254, -73.88441 40.82297, -73.88433 40.82261, -73.88291 40.81954, -73.87935 40.81637, -73.872 40.81374, -73.86813 40.80687, -73.87169 40.80153, -73.87342 40.80081, -73.87836 40.8013, -73.87835 40.80295, -73.88354 40.80213, -73.88551 40.80236, -73.88806 40.80494, -73.89439 40.80722, -73.89834 40.80629, -73.90193 40.806, -73.90189 40.80501, -73.90229 40.80593, -73.90299 40.80936)))",53.95,9.13,0.77
"11413",93432,41650,2790,1752,1690,12297,10.82,20641,0.08,4.4,11.77,19686,54.99,38.76,14.44,17.45,6.8,0,0.71,0.12,2.28,2.36,5.79,229,968,1025,71,5.71,1.55,88.76,0.31,1.21,992,16.92,47.57,40,"MULTIPOLYGON (((-73.76796 40.66035, -73.76616 40.66008, -73.76353 40.66629, -73.7654 40.66688, -73.76376 40.6671, -73.76294 40.66922, -73.7626 40.67074, -73.76293 40.67181, -73.76225 40.67194, -73.76405 40.67285, -73.76339 40.67468, -73.76249 40.67419, -73.76031 40.67511, -73.75801 40.67608, -73.75982 40.67897, -73.75805 40.67922, -73.76201 40.68455, -73.7504 40.68882, -73.74983 40.68791, -73.74812 40.69013, -73.74722 40.68971, -73.74745 40.68935, -73.73758 40.68641, -73.73222 40.68512, -73.734 40.68043, -73.73794 40.67325, -73.73879 40.67355, -73.73984 40.67187, -73.739 40.67156, -73.74004 40.66987, -73.74089 40.67018, -73.74195 40.6685, -73.74193 40.66684, -73.73856 40.6664, -73.74002 40.66475, -73.74244 40.66087, -73.74496 40.65817, -73.74705 40.65749, -73.74855 40.65618, -73.74813 40.65463, -73.74892 40.65343, -73.74839 40.65085, -73.7461 40.64905, -73.74835 40.64536, -73.75162 40.64723, -73.76735 40.65616, -73.76582 40.6563, -73.76615 40.65855, -73.76767 40.65842, -73.76796 40.66035)))",10.91,5.51,2.38
"10199",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.99679 40.75272, -73.99395 40.75152, -73.99484 40.75029, -73.99768 40.75144, -73.99679 40.75272)), ((-74.00097 40.75205, -73.99812 40.7509, -73.99859 40.75024, -74.00143 40.75144, -74.00097 40.75205)))",NA,NA,NA
"10115",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.96402 40.81133, -73.96306 40.81095, -73.96348 40.81037, -73.96442 40.81076, -73.96402 40.81133)))",NA,NA,NA
"10303",67215,27401,6275,1688,1094,8268,21.95,11472,0,6.33,8.91,11297,57.77,34.38,29.83,2.52,0.17,1.69,0.72,0.16,4.57,1.46,4.44,92,645,848,88,39.44,18.45,32.47,0.04,7.69,333,26.61,44.06,32.4,"MULTIPOLYGON (((-74.197 40.63228, -74.19603 40.63156, -74.19252 40.63336, -74.19645 40.63539, -74.1918 40.63983, -74.1894 40.64212, -74.18912 40.64223, -74.18682 40.64307, -74.18241 40.6447, -74.18019 40.64552, -74.17869 40.64542, -74.17887 40.64309, -74.17802 40.64281, -74.17672 40.64377, -74.17576 40.64354, -74.17545 40.64512, -74.17399 40.64504, -74.17019 40.6422, -74.1545 40.63918, -74.15433 40.63745, -74.15273 40.63884, -74.14997 40.63757, -74.14886 40.6393, -74.1431 40.63988, -74.14518 40.63446, -74.14567 40.63147, -74.14357 40.63188, -74.1457 40.63093, -74.14546 40.62789, -74.14614 40.62493, -74.14877 40.6251, -74.14961 40.62279, -74.15154 40.6212, -74.16407 40.62192, -74.1647 40.61963, -74.16799 40.62097, -74.16872 40.62121, -74.17423 40.61955, -74.17616 40.6178, -74.17889 40.61357, -74.18031 40.61218, -74.17847 40.61557, -74.17665 40.62075, -74.17633 40.62378, -74.17767 40.62507, -74.18378 40.62831, -74.18482 40.62751, -74.18542 40.62866, -74.18821 40.62902, -74.18942 40.63065, -74.19046 40.62887, -74.19225 40.62881, -74.19283 40.63095, -74.19497 40.63096, -74.1967 40.63188, -74.197 40.63228)))",29.06,6.11,1.22
